Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Resumed from /workspace/curriculum_p1.zip
---------------------------------
| rollout/           |          |
|    iterations           | 101          |
|    time_elapsed         | 272          |
|    total_timesteps      | 86016        |
| train/                  |              |
|    approx_kl            | 0.0053620646 |
|    clip_fraction        | 0.027        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.7         |
|    explained_variance   | 0.00485      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0139      |
|    n_updates            | 3350         |
|    policy_gradient_loss | -0.00155     |
|    std                  | 0.934        |
|    value_loss           | 0.00233      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 114         |
|    ep_rew_mean          | -0.135      |
| time/                   |             |
|    fps                  | 94          |
|    iterations           | 102         |
|    time_elapsed         | 275         |
|    total_timesteps      | 86272       |
| train/                  |             |
|    approx_kl            | 0.005770673 |
|    clip_fraction        | 0.0344      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.7        |
|    explained_variance   | -0.00525    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0101     |
|    n_updates            | 3360        |
|    policy_gradient_loss | -0.00226    |
|    std                  | 0.933       |
|    value_loss           | 0.00262     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 114         |
|    ep_rew_mean          | -0.137      |
| time/                   |             |
|    fps                  | 94          |
|    iterations           | 103         |
|    time_elapsed         | 277         |
|    total_timesteps      | 86528       |
| train/                  |             |
|    approx_kl            | 0.006743786 |
|    clip_fraction        | 0.0934      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.7        |
|    explained_variance   | -0.00356    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0495     |
|    n_updates            | 3370        |
|    policy_gradient_loss | -0.0076     |
|    std                  | 0.931       |
|    value_loss           | 0.00247     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 114          |
|    ep_rew_mean          | -0.137       |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 104          |
|    time_elapsed         | 280          |
|    total_timesteps      | 86784        |
| train/                  |              |
|    approx_kl            | 0.0048100967 |
|    clip_fraction        | 0.0688       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.69        |
|    explained_variance   | 0.00466      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0229      |
|    n_updates            | 3380         |
|    policy_gradient_loss | -0.00436     |
|    std                  | 0.931        |
|    value_loss           | 0.00267      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 114         |
|    ep_rew_mean          | -0.137      |
| time/                   |             |
